LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,flag
MAC001410,8/3/2013,1.926,0.025,3.181,37,0.131,78.619,0.361,yes
MAC003908,12/16/2012,0.055,0.1,0.564,48,0.101,4.821,0.03,no
MAC002595,2/27/2013,0.169,0.17,0.447,48,0.106,8.171,0.034,no
MAC002214,2/26/2013,0.358,1.618,3.132,40,0.471,87.637,0.963,yes
MAC004408,6/24/2012,0.146,0.16,0.55,48,0.098,7.682,0.047,no
MAC003358,12/5/2013,0.099,0.138,0.601,48,0.11,6.603,0.051,no
MAC002859,10/5/2012,2.737,0.94,1.138,0,0.54,34,1.884,yes
MAC003607,1/5/2013,0.343,0.47,1.399,48,0.413,22.538,0.052,no
MAC004955,6/6/2013,0.147,0.18,0.888,48,0.141,8.622,0.084,no
MAC001835,8/19/2013,1.199,0.891,2.519,8,0.931,70.664,1.883,yes
MAC002575,9/16/2013,0.081,0.117,0.851,48,0.118,5.604,0.058,no
MAC002599,7/18/2012,2.595,1.71,4.623,14,0.95,21.741,0.215,yes
MAC002474,2/13/2014,2.088,0.206,1.603,3,1.255,7.12,1.492,yes
MAC004417,8/4/2012,0.089,0.124,0.895,48,0.133,5.947,0.027,no
MAC003221,12/20/2013,0.15,0.184,0.399,48,0.09,8.817,0.067,no
MAC001835,10/14/2013,0.151,1.613,3.917,26,0.339,19.458,0.179,yes
MAC002528,1/23/2014,2.813,1.516,2.97,39,1.002,94.089,1.728,yes
MAC002859,4/24/2013,2.123,1.602,2.445,16,1.039,13.418,1.472,yes
MAC004957,7/29/2013,0.029,0.035,0.121,48,0.029,1.681,0,no
MAC002474,3/20/2013,0.044,0.103,1.098,48,0.21,4.954,0.008,no
MAC002481,2/19/2014,0.228,0.291,1.272,48,0.23,13.979,0.062,no
MAC001966,6/20/2012,0.185,0.304,1.243,48,0.263,14.571,0.096,no
MAC004408,1/20/2013,0.234,0.287,0.956,48,0.223,13.78,0.046,no
MAC005159,9/21/2013,0.244,0.372,1.006,48,0.22,17.833,0.162,no
MAC002575,5/26/2013,0.259,0.687,0.309,36,0.963,30.683,0.58,yes
MAC002859,5/13/2013,0.11,0.252,1.095,48,0.271,12.073,0.054,no
MAC002528,7/20/2013,0.26,1.052,0.066,35,0.863,18.846,2.286,yes
MAC002474,5/23/2013,0.688,2.266,0.19,46,0.746,101.628,0.174,yes
MAC003876,1/6/2013,0.074,0.086,0.179,48,0.033,4.106,0.055,no
MAC003221,11/23/2013,0.095,0.12,0.335,48,0.066,5.741,0.06,no
MAC002862,11/3/2013,0.269,0.435,2.05,48,0.475,20.891,0.048,no
MAC002214,10/25/2012,1.661,1.947,3.264,40,0.936,42.736,1.457,yes
MAC002214,5/30/2013,2.204,2.429,4.255,39,1.27,95.099,0.402,yes
MAC002481,12/10/2012,0.426,0.693,2.115,28,0.974,117.56,1.378,yes
MAC003441,2/6/2013,0.415,0.5,1.419,48,0.34,24.023,0.125,no
MAC003822,4/15/2013,0.117,0.136,0.443,48,0.085,6.516,0.043,no
MAC003903,5/5/2013,0.37,0.38,0.604,48,0.099,18.244,0.19,no
MAC003211,3/12/2013,0.241,0.303,0.947,48,0.184,14.527,0.068,no
MAC001448,5/1/2013,1.455,1.446,3.326,37,1.021,65.46,1.399,yes
MAC000897,1/11/2013,0.104,0.139,0.656,48,0.109,6.691,0.037,no
MAC000897,12/6/2013,0.08,2.153,3.047,37,0.105,53.954,2.023,yes
MAC001410,9/22/2013,2.404,1.863,2.37,36,0.213,62.581,2.186,yes
MAC000897,7/18/2013,0.457,0.671,2.316,15,0.49,67.409,0.805,yes
MAC002599,9/11/2013,0.892,1.695,1.305,21,0.256,16.759,0.046,yes
MAC002481,6/7/2013,0.39,0.746,1.312,9,0.485,66.804,0.678,yes
MAC002595,4/7/2013,1.896,0.333,0.301,10,0.365,65.133,1.957,yes
MAC002575,7/20/2013,2.813,2.137,3.055,22,1.102,50.794,1.822,yes
MAC002481,12/22/2013,1.062,0.972,2.915,36,0.23,44.381,1.536,yes
MAC004543,2/2/2013,0.549,0.613,1.377,48,0.362,29.404,0.157,no
MAC001966,10/14/2012,1.216,1.062,4.325,12,0.828,100.043,1.766,yes
MAC003211,1/7/2013,0.304,0.396,1.942,48,0.335,19.029,0.088,no
MAC001410,11/9/2012,0.388,2.178,4.034,31,1.242,40.837,1.266,yes
MAC002582,10/2/2013,0.109,0.174,1.182,48,0.191,8.359,0.035,no
MAC002575,10/1/2013,0.078,0.116,0.765,48,0.108,5.553,0.055,no
MAC002327,1/30/2013,1.055,0.653,0.022,45,0.841,73.024,0.005,yes
MAC002582,1/29/2013,1.634,0.046,4.818,36,0.23,51.801,0.732,yes
MAC002214,1/14/2013,0.64,1.12,1.189,19,0.03,44.541,0.804,yes
MAC002606,9/27/2012,1.484,0.213,3.616,21,0.76,51.374,1.578,yes
MAC004287,10/24/2012,0.253,0.327,1.25,48,0.263,15.676,0.091,no
MAC004955,6/28/2012,0.145,0.187,0.939,48,0.148,8.985,0.1,no
MAC001966,11/3/2012,1.879,1.159,1.09,9,0.496,89.277,1.285,yes
MAC004593,1/4/2013,1.939,1.669,3.845,48,0.904,80.106,0.611,no
MAC000897,2/7/2014,0.131,0.155,0.655,48,0.143,7.417,0.036,no
MAC004955,2/8/2012,0.187,0.216,0.726,48,0.139,10.36,0.087,no
MAC002582,10/3/2013,2.73,0.778,0.747,36,0.103,0.326,0.661,yes
MAC004832,12/20/2012,0.053,0.153,0.873,48,0.199,7.321,0.022,no
MAC002481,12/7/2012,0.315,0.893,2.303,6,0.76,33.05,1.624,yes
MAC004567,12/2/2013,0.269,0.244,0.548,48,0.134,11.693,0.049,no
MAC003403,11/26/2013,0.138,0.162,0.768,48,0.154,7.784,0.048,no
MAC002481,10/20/2012,1.93,0.964,1.902,4,0.168,109.265,1.315,yes
MAC002859,10/28/2013,2.548,0.23,3.37,44,0.722,93.55,1.48,yes
MAC001410,7/18/2012,0.074,2.013,4.43,7,0.213,18.543,1.214,yes
MAC002575,1/17/2014,0.584,0.313,2.313,16,0.737,108.342,1.15,yes
MAC003441,3/21/2013,0.322,0.484,2.201,48,0.404,23.24,0.121,no
MAC002575,6/19/2013,0.576,0.243,0.478,36,0.375,30.548,1.983,yes
MAC002599,2/11/2014,0.299,0.283,0.559,48,0.151,13.604,0.089,no
MAC002575,4/17/2013,0.116,0.148,1.596,48,0.22,7.09,0.048,no
MAC002606,7/15/2012,0.816,1.351,1.788,41,1.203,65.794,2.3,yes
MAC002859,7/16/2013,0.099,0.169,0.869,48,0.197,8.113,0.054,no
MAC002528,10/2/2012,1.206,1.606,0.415,10,0.879,84.787,0.744,yes
MAC001966,2/4/2014,1.414,0.732,0.726,39,1.426,107.071,2.114,yes
MAC004417,7/28/2013,0.06,0.142,0.912,48,0.175,6.803,0.027,no
MAC002214,4/7/2013,0.127,0.189,0.878,48,0.169,9.073,0.068,no
MAC004287,6/5/2013,0.096,0.172,0.65,48,0.133,8.274,0.07,no
MAC004567,1/16/2012,0.133,0.145,0.299,48,0.066,6.981,0.05,no
MAC001410,11/2/2012,1.864,1.345,3.789,26,0.34,102.986,0.646,yes
MAC002327,5/24/2013,2.811,1.686,3.875,9,0.38,81.017,1.082,yes
MAC004417,2/16/2013,0.114,0.154,0.456,48,0.096,7.398,0.05,no
MAC004567,8/8/2013,0.09,0.106,0.221,48,0.052,5.091,0.043,no
MAC002595,8/13/2012,2.071,1.153,1.927,21,1.214,55.651,1.983,yes
MAC002327,12/8/2012,1.706,0.618,1.312,23,0.682,105.864,1.029,yes
MAC003403,7/15/2013,0.072,0.074,0.113,48,0.015,3.528,0.053,no
MAC001448,2/21/2013,1.352,1.964,2.471,5,0.724,34.859,1.856,yes
MAC004417,8/2/2012,0.096,0.142,0.597,48,0.12,6.803,0.032,no
MAC000897,12/16/2013,0.808,1.768,0.275,19,1.169,59.086,1.694,yes
MAC001966,8/5/2012,0.25,0.319,1.446,48,0.231,15.309,0.099,no
MAC002575,12/22/2013,1.927,2.026,4.636,17,0.672,31.019,1.339,yes
MAC002474,10/5/2012,0.041,0.059,0.804,48,0.115,2.816,0.013,no
MAC002595,11/12/2012,1.765,0.003,1.36,2,1.184,40.432,1.952,yes
MAC002528,10/7/2012,0.649,1.906,4.187,33,0.45,65.646,0.837,yes
MAC002528,11/30/2012,0.812,2.317,3.567,2,0.826,8.079,0.878,yes
MAC000897,12/7/2013,0.547,0.421,0.896,19,1.127,68.411,1.553,yes
MAC001966,6/28/2012,0.504,0.781,4.458,21,0.31,50.399,1.592,yes
MAC001835,9/8/2013,1.876,0.559,3.92,8,0.406,101.422,1.586,yes
MAC003445,11/10/2012,0.301,0.511,1.699,48,0.414,24.53,0.146,no
MAC002481,8/23/2013,0.298,0.323,1.143,48,0.207,15.487,0.086,no
MAC003225,3/19/2013,0.15,0.251,0.941,48,0.218,12.049,0.085,no
MAC003225,2/21/2014,0.222,0.236,0.653,48,0.107,11.319,0.112,no
MAC003211,1/15/2013,0.306,0.366,1.308,48,0.251,17.559,0.083,no
MAC001448,10/24/2012,0.126,0.281,3.973,0,0.324,4.637,1.789,yes
MAC002474,11/14/2013,1.757,0.926,2.14,22,1.071,4.406,0.676,yes
MAC002859,2/24/2014,0.111,0.29,1.817,48,0.375,13.94,0.059,no
MAC002474,12/22/2012,0.03,0.053,0.671,48,0.098,2.545,0.008,no
MAC002595,9/13/2012,0.74,1.566,3.55,42,0.232,64.984,1.401,yes
MAC002859,11/18/2012,1.053,0.386,4.376,22,1.147,96.687,0.784,yes
MAC002327,12/13/2013,0.307,0.394,1.566,48,0.304,18.922,0.12,no
MAC005159,12/25/2012,0.164,0.216,0.362,48,0.078,10.352,0.146,no
MAC005172,6/30/2013,0.15,0.296,2.139,48,0.412,14.204,0.04,no
MAC001966,8/27/2012,2.608,1.832,2.08,39,0.921,70.605,0.612,yes
MAC002599,1/29/2013,0.513,1.539,0.073,25,0.519,92.074,0.558,yes
MAC002599,10/10/2012,0.469,0.952,4.158,47,0.916,6.453,1.526,yes
MAC005159,7/12/2013,0.193,0.246,0.565,48,0.109,11.798,0.165,no
MAC000897,1/10/2014,0.072,0.088,0.216,48,0.049,4.214,0.036,no
MAC002599,12/14/2012,1.171,1.103,4.767,4,0.849,90.83,0.71,yes
MAC001410,5/7/2013,0.777,0.404,3.626,41,0.051,34.178,1.616,yes
MAC002474,7/15/2012,2.911,1.99,0.555,11,0.901,0.047,2.01,yes
MAC002214,10/23/2012,0.151,1.606,3.752,3,0.115,106.352,1.501,yes
MAC002582,11/19/2012,1.636,2.12,2.006,9,0.81,111.206,1.623,yes
MAC003607,8/5/2013,0.111,0.114,0.198,48,0.03,5.458,0.071,no
MAC000606,11/2/2012,1.827,2.23,4.296,0,0.342,16.46,0.986,yes
MAC003355,9/30/2012,0.166,0.202,0.639,48,0.104,9.716,0.086,no
MAC002481,12/7/2013,1.379,1.683,0.447,4,1.395,53.488,0.038,yes
MAC002582,10/9/2013,1.361,1.68,1.1,14,1.357,10.063,0.353,yes
MAC001966,6/10/2013,2.576,2.081,2.116,42,1.43,110.426,1.432,yes
MAC004408,1/30/2014,0.141,0.151,0.514,48,0.109,7.252,0.037,no
MAC003908,12/8/2012,0.089,0.145,0.923,48,0.184,6.983,0.029,no
MAC002859,7/10/2013,0.411,1.222,0.642,30,0.913,110.805,0.063,yes
MAC004567,1/11/2014,0.284,0.409,1.91,48,0.372,19.64,0.046,no
MAC003445,3/24/2013,0.436,0.594,1.869,48,0.404,28.521,0.227,no
MAC005159,1/12/2013,0.355,0.461,1.324,48,0.329,22.106,0.163,no
MAC001835,6/19/2013,2.043,0.908,3.799,37,0.081,31.545,0.191,yes
MAC004417,12/11/2012,0.111,0.176,0.982,48,0.185,8.457,0.022,no
MAC004543,2/16/2012,0.411,0.427,0.908,48,0.199,20.484,0.136,no
MAC000897,3/18/2013,0.053,0.073,0.203,48,0.041,3.51,0.033,no
MAC002582,2/3/2013,1.75,0.912,2.488,15,0.647,84.976,0.603,yes
MAC002582,11/11/2012,0.096,0.217,1.269,48,0.266,10.434,0.04,no
MAC003900,7/28/2013,0.244,0.344,1.029,48,0.24,16.523,0.125,no
MAC002327,8/31/2013,0.509,2.105,2.061,8,0.232,107.09,1.305,yes
MAC001835,8/2/2013,0.8,1.38,4.81,8,1.011,5.213,0.858,yes
MAC002859,8/28/2012,0.632,0.851,3.689,29,0.115,59.661,1.468,yes
MAC001410,11/28/2013,0.071,0.07,0.099,48,0.015,3.371,0.04,no
MAC002575,9/19/2012,0.089,0.111,0.271,48,0.057,5.322,0.045,no
MAC002606,8/22/2012,2.386,2.181,3.881,34,1.417,95.756,2.004,yes
MAC002582,5/23/2013,2.315,2.184,2.917,30,1.121,76.919,2.043,yes
MAC002214,9/5/2013,1.284,0.197,0.587,28,0.932,88.693,1.02,yes
MAC004567,3/9/2013,0.179,0.248,0.884,48,0.186,11.916,0.066,no
MAC003358,11/22/2013,0.121,0.176,0.49,48,0.096,8.427,0.089,no
MAC004633,9/8/2012,0.113,0.188,0.817,48,0.163,9.023,0.077,no
MAC002528,6/17/2013,2.548,1.721,4.612,46,0.96,49.656,0.739,yes
MAC004832,4/19/2012,0.161,0.208,0.875,48,0.196,10.002,0.023,no
MAC002474,11/25/2013,0.042,0.055,0.249,48,0.044,2.635,0.008,no
MAC002859,11/19/2012,2.235,1.745,4.29,33,0.151,25.248,0.835,yes
MAC005172,9/30/2012,0.072,0.15,0.896,48,0.185,7.221,0.032,no
MAC002481,3/8/2013,0.27,0.3,0.738,48,0.149,14.411,0.086,no
MAC004543,6/11/2013,0.385,0.401,1.233,48,0.219,19.23,0.148,no
MAC000897,11/20/2013,0.538,1.043,3.007,2,0.67,46.605,0.962,yes
MAC002606,1/20/2014,0.133,0.178,0.737,48,0.139,8.55,0.043,no
MAC003900,12/5/2013,0.267,0.361,1.145,48,0.271,17.339,0.07,no
MAC003173,9/27/2013,0.146,0.165,0.499,48,0.079,7.903,0.049,no
MAC003908,4/5/2013,0.089,0.194,0.84,48,0.22,9.288,0.028,no
MAC003900,11/10/2013,0.188,0.278,1.333,48,0.289,13.345,0.061,no
MAC003903,6/22/2013,0.331,0.473,1.953,48,0.406,22.696,0.131,no
MAC005172,4/2/2013,0.066,0.149,0.943,48,0.174,7.167,0.033,no
MAC002528,4/4/2013,0.38,1.026,4.403,7,1.178,86.747,0.055,yes
MAC000897,11/5/2012,0.49,2.106,0.784,40,0.327,30.417,0.051,yes
MAC003441,6/29/2013,0.256,0.276,0.805,48,0.152,13.257,0.122,no
MAC002606,12/24/2012,0.305,0.339,0.968,48,0.228,16.248,0.044,no
MAC003445,2/28/2014,0.149,0.149,0.149,1,,0.149,0.149,no
MAC000897,5/27/2013,0.767,1.001,2.533,38,0.693,32.988,1.771,yes
MAC000897,6/11/2012,2.833,1.791,3.717,20,0.895,103.18,1.759,yes
MAC003365,11/14/2012,0.055,0.116,0.77,48,0.163,5.562,0.014,no
MAC001966,11/18/2012,0.467,2.165,1.506,1,1.35,22.072,0.532,yes
MAC000897,10/13/2013,3.004,1.643,4.143,22,0.538,94.897,0.007,yes
MAC000606,10/20/2012,0.196,0.374,1.191,48,0.341,17.961,0.046,no
MAC001835,4/24/2013,0.832,0.532,2.276,33,0.155,34.161,1.975,yes
MAC000897,8/14/2012,0.275,1.736,2.039,46,0.612,57.119,0.459,yes
MAC002528,5/22/2013,0.05,0.069,0.62,48,0.088,3.325,0.024,no
MAC000897,5/31/2013,1.421,1.612,4.05,27,1.192,29.486,1.851,yes
MAC002474,9/6/2012,0.048,0.066,0.667,48,0.098,3.172,0.012,no
MAC003358,8/11/2013,0.089,0.09,0.127,48,0.02,4.318,0.042,no
MAC001410,8/26/2012,1.849,0.247,4.858,26,0.275,31.534,0.334,yes
MAC004957,6/3/2012,0.029,0.041,0.155,48,0.041,1.944,0,no
MAC002599,4/8/2013,2.773,1.76,4.15,11,0.238,29.542,0.296,yes
MAC002599,1/20/2014,2.898,0.695,4.149,22,0.014,36.551,2.031,yes
MAC002606,2/24/2014,0.143,0.17,0.719,48,0.114,8.16,0.04,no
MAC002528,7/12/2012,0.164,1.54,2.031,27,1.323,23.301,1.319,yes
MAC002582,12/20/2013,2.128,0.738,1.33,2,0.548,96.957,0.795,yes
MAC003908,9/1/2013,0.064,0.098,1.004,48,0.143,4.718,0.034,no
MAC002214,11/4/2012,1.833,0.654,0.908,14,0.32,13.556,0.72,yes
MAC002606,12/2/2012,0.798,0.732,2.275,45,0.625,13.975,0.846,yes
MAC002606,12/19/2013,1.185,1.784,4.225,21,0.716,58.397,0.351,yes
MAC002595,10/7/2013,0.764,0.596,4.027,23,1.158,37.165,2.037,yes
MAC003387,12/17/2013,0.059,0.098,0.585,48,0.123,4.71,0.016,no
MAC002575,2/11/2013,0.914,1.981,3.13,4,0.508,113.41,0.465,yes
MAC002599,9/15/2012,0.152,0.171,0.405,48,0.065,8.193,0.086,no
MAC002214,1/3/2013,0.101,0.134,0.39,48,0.084,6.426,0.038,no
MAC003607,5/28/2013,0.208,0.512,2.234,48,0.605,24.556,0.085,no
MAC003876,5/16/2013,0.152,0.24,0.842,48,0.187,11.51,0.071,no
MAC003173,5/22/2013,0.16,0.167,0.535,48,0.078,8.014,0.047,no
MAC002474,12/17/2012,0.043,0.051,0.163,48,0.041,2.471,0.009,no
MAC001448,6/19/2013,1.398,0.911,4.413,37,1.423,98.927,2.255,yes
MAC002595,8/17/2012,1.096,2.104,0.751,1,1.328,31.681,1.25,yes
MAC002481,7/30/2013,1.876,0.802,4.636,43,1.171,103.685,1.717,yes
MAC001966,5/31/2013,2.18,0.803,2.314,24,0.177,108.721,0.411,yes
MAC002606,3/30/2013,1.303,1.876,2.35,40,0.798,109.539,2.157,yes
MAC003387,5/23/2013,0.045,0.058,0.348,48,0.052,2.781,0.014,no
MAC004832,8/25/2013,0.116,0.149,0.702,48,0.146,7.151,0.021,no
MAC001448,10/7/2013,0.141,0.146,0.376,48,0.061,7.021,0.062,no
MAC000606,12/15/2012,2.913,2.206,0.187,43,0.518,48.722,0.895,yes
MAC001448,10/30/2012,2.882,1.481,3.313,29,0.245,34.442,1.719,yes
MAC002582,1/18/2013,2.216,0.14,4.214,21,1.445,53.716,0.181,yes
MAC002481,7/6/2013,0.997,1.809,0.191,35,0.98,31.629,0.128,yes
MAC004832,12/10/2012,0.141,0.168,1.045,48,0.189,8.069,0.021,no
MAC001410,8/22/2012,1.258,2.32,2.563,34,0.235,103.248,0.035,yes
MAC002859,10/31/2012,2.041,0.827,1.556,47,0.052,66.783,0.769,yes
MAC002575,1/4/2014,0.914,1.399,1.015,26,0.63,40.531,1.746,yes
MAC003427,11/25/2013,0.247,0.34,1.655,48,0.341,16.311,0.092,no
MAC002575,2/17/2013,0.12,0.162,0.704,48,0.138,7.782,0.044,no
MAC001835,9/10/2012,2.584,0.209,2.667,38,0.686,38.26,1.976,yes
MAC002214,2/11/2014,0.134,0.207,0.867,48,0.2,9.956,0.039,no
MAC002859,10/20/2013,0.022,1.686,1.275,37,0.215,100.597,0.25,yes
MAC004832,9/5/2012,0.096,0.16,0.959,48,0.203,7.697,0.021,no
MAC002481,8/23/2012,1.27,0.372,2.739,35,1.096,69.716,0.585,yes
MAC003387,2/5/2013,0.049,0.146,1.615,48,0.295,6.991,0.013,no
MAC002481,7/24/2012,0.185,0.255,0.868,48,0.193,12.237,0.062,no
MAC001448,2/27/2014,0.083,0.089,0.212,48,0.035,4.273,0.031,no
MAC001410,2/7/2013,1.451,2.216,4.314,0,0.938,38.398,1.35,yes
MAC001448,1/17/2014,2.579,0.533,1.56,15,1.314,83.335,0.89,yes
MAC004593,12/27/2012,1.691,1.646,3.61,48,0.869,78.997,0.607,no
MAC003607,8/10/2013,0.105,0.115,0.308,48,0.042,5.523,0.067,no
MAC002575,10/20/2012,0.25,0.354,1.145,34,1.217,38.394,1.248,yes
MAC003908,1/25/2013,0.05,0.119,1.052,48,0.172,5.706,0.029,no
MAC002582,2/15/2013,1.573,0.974,3.392,34,1.038,15.788,1.921,yes
MAC002582,6/20/2013,0.132,0.206,1.1,48,0.216,9.886,0.041,no
MAC002859,7/9/2012,0.598,1.928,4.663,25,1.011,19.396,1.344,yes
MAC002575,2/24/2013,1.042,0.492,1.814,30,0.099,25.703,0.114,yes
MAC001448,12/14/2013,2.272,1.198,3.777,46,1.122,19.541,0.08,yes
MAC001448,10/1/2012,2.366,1.78,2.045,6,0.611,58.323,0.116,yes
MAC003355,12/30/2013,0.617,0.779,2.497,48,0.508,37.394,0.333,no
MAC002474,9/9/2012,0.06,0.133,1.61,48,0.251,6.386,0.013,no
MAC002214,7/29/2013,2.706,1.568,3.969,22,0.85,97.485,1.147,yes
MAC001448,6/15/2013,0.114,0.126,0.253,48,0.049,6.071,0.056,no
MAC002859,11/26/2013,1.481,1.536,4.399,46,0.794,70.197,1.046,yes
MAC002474,12/24/2013,0.037,0.056,0.525,48,0.086,2.668,0.012,no
MAC002575,11/4/2013,2.755,1.957,0.912,16,0.884,112.665,0.053,yes
MAC002595,10/24/2013,1.931,1.981,0.605,18,0.616,4.061,0.823,yes
MAC002582,10/31/2012,0.417,0.578,3.909,4,0.069,74.852,0.339,yes
MAC000606,8/7/2012,0.562,0.912,1.791,43,1.228,110.686,1.303,yes
MAC002214,11/2/2013,2.392,1.657,3.939,35,0.649,60.907,2.03,yes
MAC001448,1/8/2013,2.464,1.519,1.708,29,0.467,82.059,0.641,yes
MAC002859,12/25/2012,1.42,1.885,0.137,17,0.199,32.092,0.733,yes
MAC003221,2/9/2013,0.097,0.113,0.387,47,0.063,5.316,0.057,no
MAC002327,11/6/2013,1.796,0.345,3.182,38,0.79,106.139,1.936,yes
MAC003211,11/29/2013,0.316,0.422,1.149,48,0.304,20.236,0.08,no
MAC002582,4/26/2013,0.093,0.191,1.083,48,0.218,9.157,0.04,no
MAC004567,8/12/2012,0.144,0.154,0.324,48,0.094,7.407,0.038,no
MAC002575,4/1/2013,1.343,0.662,2.853,46,0.588,14.343,1.919,yes
MAC004417,6/22/2013,0.092,0.121,0.498,48,0.095,5.804,0.022,no
MAC003225,7/1/2013,0.188,0.275,1.344,48,0.238,13.211,0.107,no
MAC002528,8/1/2013,0.16,0.892,1.928,24,0.289,100.74,0.638,yes
MAC000897,5/29/2013,2.291,0.057,3.621,24,0.893,62.165,1.665,yes
MAC002595,3/19/2013,0.175,0.161,0.443,48,0.093,7.725,0.033,no
MAC002595,8/21/2013,0.136,0.143,0.34,48,0.081,6.865,0.03,no
MAC003365,2/9/2013,0.09,0.15,1.273,48,0.222,7.185,0.018,no
MAC002859,6/6/2012,0.762,0.764,2.656,27,0.444,58.573,2.135,yes
MAC002474,8/21/2013,2.674,0.481,4.815,47,1.255,13.486,2.11,yes
MAC002481,10/20/2013,2.633,1.186,2.392,17,0.309,19.783,0.509,yes
MAC003441,8/17/2013,0.167,0.275,1.838,48,0.309,13.215,0.115,no
MAC002481,2/4/2014,2.36,0.941,3.95,41,0.107,61.591,2.113,yes
MAC002481,9/16/2012,0.053,0.437,3.28,30,0.082,17.357,1.852,yes
MAC001410,11/17/2012,0.865,0.826,2.578,37,0.164,28.482,0.571,yes
MAC002474,10/26/2012,0.044,0.07,1.064,48,0.151,3.382,0.01,no
MAC002859,11/2/2012,2.258,0.067,0.934,12,1.429,113.393,1.805,yes
MAC000897,6/12/2012,1.734,0.913,1.175,46,0.145,3.088,0.762,yes
MAC002528,12/12/2013,0.035,0.041,0.105,48,0.025,1.971,0.02,no
MAC003445,9/23/2013,0.379,0.47,2.154,48,0.407,22.552,0.164,no
MAC002327,1/8/2013,0.106,0.121,0.323,48,0.057,5.798,0.061,no
MAC001966,7/1/2012,2.87,1.038,2.246,30,0.626,77.911,1.847,yes
MAC002481,3/4/2013,2.957,1.717,1.974,26,0.368,43.791,1.034,yes
MAC004417,11/5/2012,0.098,0.135,0.478,48,0.107,6.466,0.022,no
MAC001410,8/6/2012,0.72,0.473,1.421,38,0.935,32.768,1.917,yes
MAC002859,5/29/2012,0.111,0.189,0.92,48,0.206,9.077,0.053,no
MAC003211,12/26/2012,1.06,0.895,2.11,48,0.604,42.947,0.102,no
MAC004567,10/8/2012,0.146,0.165,0.556,48,0.116,7.929,0.044,no
MAC003900,9/10/2013,0.119,0.202,0.861,48,0.178,9.691,0.061,no
MAC002481,8/8/2012,2.156,2.161,0.874,5,0.093,15.189,2.292,yes
MAC004567,4/26/2013,0.153,0.288,1.855,48,0.362,13.808,0.043,no
MAC003908,5/3/2013,0.06,0.135,1.008,48,0.197,6.481,0.027,no
MAC001835,7/17/2012,2.475,2.059,1.445,1,1.223,47.468,1.372,yes
MAC002595,2/4/2014,0.159,0.174,0.571,48,0.128,8.343,0.031,no
MAC004832,5/3/2012,0.2,0.23,1.032,48,0.194,11.041,0.027,no
MAC000897,10/5/2013,1.905,0.076,4.203,12,0.907,12.366,1.625,yes
MAC001448,10/9/2013,1.42,1.819,0.733,46,0.921,61.116,1.451,yes
MAC002582,7/4/2013,1.279,1.644,0.204,16,0.114,40.407,0.32,yes
MAC002862,1/18/2013,0.768,0.942,2.69,48,0.914,45.225,0.043,no
MAC004955,5/2/2012,0.109,0.138,0.428,48,0.066,6.616,0.09,no
MAC001410,5/17/2013,2.613,0.689,0.269,23,0.699,10.854,1.906,yes
MAC004957,1/3/2014,0.027,0.038,0.132,48,0.038,1.842,0,no
MAC002575,12/5/2012,2.745,2.387,4.099,46,0.295,70.622,2.072,yes
MAC002474,9/25/2012,0.003,1.865,0.454,46,0.27,40.305,1.919,yes
MAC002599,10/21/2013,1.369,1.743,4.569,9,0.883,25.452,0.18,yes
MAC002528,2/11/2014,1.681,1.682,3.166,36,0.047,88.367,2.297,yes
MAC002214,10/16/2013,1.239,2.345,3.816,36,0.88,56.789,0.369,yes
MAC002214,12/3/2012,2.556,0.181,2.584,13,1.432,105.801,2.241,yes
MAC002214,8/22/2013,0.134,0.162,0.734,48,0.132,7.766,0.048,no
MAC001966,6/30/2012,1.759,1.701,2.246,14,0.688,67.838,1.584,yes
MAC002599,12/27/2013,0.455,0.485,1.266,48,0.336,23.261,0.093,no
MAC003441,8/16/2013,0.175,0.184,0.347,48,0.05,8.837,0.115,no
MAC004287,6/18/2013,0.181,0.218,0.587,48,0.143,10.449,0.077,no
MAC001966,11/27/2012,0.046,1.907,1.885,22,0.786,100.984,1.751,yes
MAC002582,9/19/2012,0.119,0.199,1.216,48,0.231,9.538,0.042,no
MAC002606,9/6/2013,0.18,0.305,1.705,48,0.308,14.656,0.077,no
MAC001966,2/24/2013,0.418,0.573,1.782,48,0.435,27.513,0.108,no
MAC001966,10/17/2013,0.392,0.682,2.241,13,0.187,99.807,1.891,yes
MAC004543,8/9/2013,0.184,0.187,0.253,48,0.03,8.96,0.132,no
MAC002575,3/14/2013,0.727,0.689,4.545,2,0.481,56.516,0.712,yes
MAC003441,2/25/2014,0.126,0.148,0.353,48,0.065,7.124,0.075,no
MAC003607,4/23/2013,0.566,0.653,1.586,48,0.361,31.359,0.109,no
MAC002595,10/28/2012,1.763,2.046,2.406,19,1.145,28.993,1.023,yes
MAC002575,9/29/2012,0.683,0.464,1.036,42,1.295,7.775,0.272,yes
MAC002528,11/22/2012,1.335,2.405,4.119,1,1.113,52.739,1.996,yes
MAC001448,8/27/2013,0.139,0.154,0.291,48,0.056,7.412,0.073,no
MAC002599,1/27/2013,0.262,0.265,0.64,48,0.141,12.706,0.067,no
MAC003441,8/31/2013,0.261,0.307,1.079,48,0.188,14.735,0.12,no
MAC004955,6/23/2012,0.223,0.291,1.291,48,0.258,13.954,0.103,no
MAC000897,5/9/2013,0.975,0.672,2.575,37,1.215,30.574,0.477,yes
